ticker,symbol,name,exchange,price,volume,ma5,ma10,dev5,dev10,gain3,gain5,dayLow,dayHigh,dayOpen,base_date,year_prev_high,three_year_prev_high,history_prev_high,year_high,three_year_high,year_high_breakout,three_year_high_breakout,all_time_high_breakout,year_high_distance,three_year_high_distance,new_year_high,new_3y_high,new_all_time_high,near_year_high_10pct,near_3y_high_10pct,ma20,ma50,ma120,ma200,ma250,rsi14,macd,macd_signal,macd_histogram,atr14,atr14_pct,distance_ma5,ma5_slope,distance_ma10,ma10_slope,distance_ma20,ma20_slope,distance_ma50,ma50_slope,distance_ma120,ma120_slope,distance_ma200,ma200_slope,avg_volume_5d,avg_volume_20d,avg_volume_60d,volume_ratio_20d,volume_ratio_60d,high_20d,low_20d,drawdown_20d_high,distance_to_20d_high,high_60d,low_60d,drawdown_60d_high,distance_to_60d_high,high_120d,low_120d,drawdown_120d_high,distance_to_120d_high,high_250d,low_250d,drawdown_250d_high,distance_to_250d_high,pct_from_52w_high,pct_from_52w_low,return_1d,return_5d,return_10d,return_20d,return_60d,return_120d,return_250d,open,high,low,close,previous_day_high,previous_day_low,daily_return,close_above_previous_high,close_below_previous_low,no_new_low_3d,no_new_low_5d,higher_low,higher_high,reclaim_ma5,reclaim_ma10,reclaim_ma20,lower_shadow_ratio,upper_shadow_ratio,intraday_recovery,gap_down,gap_down_recovery,up_day_volume_expansion,down_day_volume_contraction,reversal_score,reversal_signal,reversal_stage,trend_state_raw,trend_state,trend_state_previous,trend_state_changed,trend_state_change_reason,trend_state_shock,location_state,technical_regime,setup_types,bottoming_eligible,bottoming_score,trend_recovery_score,trend_strength_score,near_high_score,breakout_score,relative_strength_score,technical_deterioration_score,technical_score,previous_state_available,previous_state_date,trend_state_initialized,trend_state_reinitialized,previous_state_file_status,sector,sector_benchmark,rs_5d_vs_spy,rs_5d_vs_qqq,rs_5d_vs_sector,rs_10d_vs_spy,rs_10d_vs_qqq,rs_10d_vs_sector,rs_20d_vs_spy,rs_20d_vs_qqq,rs_20d_vs_sector,rs_60d_vs_spy,rs_60d_vs_qqq,rs_60d_vs_sector,rs_improving_5d,rs_improving_10d,residual_5d,residual_10d,residual_20d,residual_60d,data_coverage_score,setup_type,index_data_status,sp500_member,sp400_member,sp600_member,russell1000_member,russell2000_member,russell3000_member,nasdaq100_member,sp500_eligibility,ndx_eligibility,estimated_passive_buy_usd,passive_buy_to_adv,index_catalyst_score,consecutive_3d_gain,consecutive_5d_gain,break_pullback_ma5,break_ma5_pullback_ma10,technical_percentile,bottoming_percentile,reversal_percentile,trend_recovery_percentile,trend_strength_percentile,near_high_percentile,breakout_percentile,relative_strength_percentile,marketCap,marketCapSource,marketCapRetrievedAt,Ticker,Market_Cap,Universe_AsOf_Date,Technical_AsOf_Date,MarketCap_Source,MarketCap_AsOf_Date,Company,Latest_Earnings_Date,Fundamental_Revision_State,Fundamental_Score,Guide_Direction,EPS_Revision,Revenue_Revision,Orders_Trend,Backlog_Trend,RPO_Trend,Core_KPI_Trend,Gross_Margin_Trend,Operating_Margin_Trend,FCF_Trend,Demand_Commentary,Customer_Commentary,Thesis_Breaker,Fundamental_Data_Status,Fundamental_Data_Coverage,Source,AsOf_Date,Fundamental_AsOf_Date,Catalyst_AsOf_Date,Technical_Percentile,RS_Percentile,Technical_Score,Catalyst_Score,Catalyst_Tags,Opportunity_Score,Type_A_Score,Type_B_Score,Type_C_Score,Type_D_Score,Opportunity_Type,Primary_Opportunity_Type,Core_Opportunity,Why_Now,Main_Risk,Next_Trigger,Invalidation
TTMI,TTMI,"TTM Technologies, Inc. - Common Stock",Nasdaq,129.17,1631440,126.692,120.588,1.96,7.12,1.33,9.49,127.0,131.316,130.015,2026-09-25,223.83,223.83,223.83,223.83,223.83,-41.33,-41.33,-41.33,42.29,42.29,False,False,False,False,False,120.8875,124.526201,146.32825,123.99455,111.78856,53.654042,-0.070259,-1.87791,1.807651,7.131144,5.520743,1.955924,0.106635,7.116794,-0.004943,6.851411,-0.042816,3.729175,-0.287707,-11.725863,0.790432,4.173933,1.984085,1934308.0,1760437.0,2510659.0,0.926724,0.649805,133.770004,109.529999,-3.438741,3.438741,179.679993,99.190002,-28.111083,28.111083,223.830002,94.739998,-42.291025,42.291025,223.830002,53.360001,-42.291025,42.291025,-42.291025,152.828341,0.017247,0.094939,0.021591,0.035597,-0.281191,0.349739,1.315705,130.01499938964844,131.316,127.0,129.17,128.8800048828125,119.44000244140624,0.017247,True,False,False,True,False,True,False,False,False,0.50278,0.301437,False,False,False,False,False,33.33,False,,Mixed / Neutral,Mixed / Neutral,,False,raw state accepted,False,Deep Pullback,RN Neutral / Consolidation,['Deep Pullback'],True,60.33,16.67,42.86,0.0,20.0,,0.0,42.55,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,88.2441,57.8615,90.6854,69.3615,82.2723,33.7089,78.6667,,133.77198751,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TTMI,13377198751.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TTM TECHNOLOGIES INC,2026-08-05,Stable,50.0,Unknown,1.24,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,88.2441,0.0,52.95,0.0,,46.18,62.53,43.31,54.87,46.03,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TTWO,TTWO,"Take-Two Interactive Software, Inc. - Common Stock",Nasdaq,201.44,2057594,205.238,208.889,-1.85,-3.57,-1.99,-1.95,200.55,203.99,203.48,2026-09-25,265.94,265.94,265.94,265.94,265.94,-23.29,-23.29,-23.29,24.25,24.25,False,False,False,False,False,213.124,229.335598,227.325833,225.5902,230.45944,36.826415,-7.587474,-7.075124,-0.51235,6.682857,3.317542,-1.850535,-0.034356,-3.566009,-0.038968,-5.482254,-0.114161,-12.163658,-0.011461,-11.387106,-0.017437,-10.705341,-0.030359,2494198.8,2845499.7,2338838.233333,0.723105,0.87975,240.539993,200.55,-16.25509,16.25509,265.940002,200.55,-24.253592,24.253592,265.940002,193.940002,-24.253592,24.253592,265.940002,187.630005,-24.253592,24.253592,-24.253592,7.360227,-0.007587,-0.019518,-0.065113,-0.135451,-0.19527,0.02415,-0.213494,203.47999572753903,203.9900054931641,200.55,201.44,209.3999938964844,202.3699951171875,-0.007587,False,True,False,False,False,False,False,False,False,0.258721,0.148258,False,False,False,False,True,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,58.76,0.0,0.0,0.0,0.0,,10.96,20.41,False,,True,False,Missing,Technology,XLK,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,14.4883,56.598,29.1643,28.4319,14.0751,33.7089,32.7512,,379.5329032,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TTWO,37953290320.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TAKE TWO INTERACTIVE SOFTWARE INC,2026-08-07,Stable,50.0,Unknown,-0.18,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,14.4883,0.0,8.69,0.0,,28.48,46.77,31.03,30.93,30.54,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TU,TU,Telus Corporation Ordinary Shares,NYSE,8.48,5236649,8.552,8.754,-0.84,-3.13,-1.17,-3.09,8.4,8.53,8.49,2026-09-25,14.42,19.14,25.5,14.42,19.14,-40.85,-55.43,-66.55,41.19,55.69,False,False,False,False,False,9.141,9.6368,10.952083,11.9228,12.44576,8.391601,-0.355815,-0.303941,-0.051874,0.19715,2.324882,-0.84191,-0.045109,-3.129998,-0.081234,-7.231156,-0.060679,-12.003985,-0.178112,-22.571809,-0.19957,-28.875768,-0.227172,6020749.8,6326722.45,7289369.15,0.827703,0.718395,9.85,8.4,-13.908633,13.908633,11.14,8.4,-23.87792,23.87792,12.98,8.4,-34.668719,34.668719,15.85,8.4,-46.498424,46.498424,-46.498424,0.952386,-0.004695,-0.030857,-0.068132,-0.131148,-0.193916,-0.340591,-0.459184,8.489999771118164,8.530099868774414,8.399999618530273,8.48,8.579999923706055,8.399999618530273,-0.004695,False,False,False,False,False,False,False,False,False,0.614913,0.308225,False,False,False,False,True,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,57.63,0.0,0.0,0.0,0.0,,14.46,19.75,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,11.3897,55.7791,29.1643,28.4319,14.0751,33.7089,32.7512,,135.3828,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TU,13538280000.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TELUS CORP,2026-02-12,Stable,45.0,Unknown,0.73,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,PARTIAL,Partial XBRL minimum snapshot,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,11.3897,0.0,6.83,0.0,,25.23,44.27,28.78,28.68,27.14,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TW,TW,Tradeweb Markets Inc. - Class A Common Stock,Nasdaq,101.19,1141639,101.347999,102.089,-0.16,-0.88,1.45,-2.67,99.81,102.5,102.5,2026-09-25,127.69,152.65,152.65,127.69,152.65,-19.73,-32.85,-32.85,20.75,33.71,False,False,False,False,False,103.4515,103.4082,105.274083,108.410725,108.29338,37.380353,-0.885738,-0.525369,-0.360369,2.609641,2.578952,-0.155898,-0.014412,-0.880604,-0.025998,-2.186048,-0.011396,-2.145091,0.011658,-3.879477,-0.054473,-6.660526,-0.154263,1510687.8,1306316.95,1422558.983333,0.873937,0.802525,109.459999,99.419998,-7.555271,7.555271,109.800003,94.290001,-7.841533,7.841533,127.690002,91.419998,-20.753389,20.753389,127.690002,91.419998,-20.753389,20.753389,-20.753389,10.686942,0.000593,-0.026738,-0.002465,-0.063922,-0.002956,-0.181046,-0.088214,102.5,102.5,99.80999755859376,101.19,101.1500015258789,99.93000030517578,0.000593,True,False,True,False,True,False,False,False,False,0.513012,0.0,False,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Pullback,R0 Downtrend / Falling Knife,['Technical Deterioration'],False,24.52,16.67,14.29,37.27,20.0,,4.37,28.93,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Technical Deterioration,Not Implemented Yet,,,,,,,,,,,,,True,False,False,False,56.7981,,29.1643,69.3615,43.5117,82.1784,78.6667,,236.67278136,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TW,23667278136.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,Tradeweb Markets Inc.,2026-07-30,Stable,50.0,Unknown,1.81,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,56.7981,0.0,34.08,0.0,,38.63,29.79,43.31,45.18,39.43,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TWLO,TWLO,Twilio Inc. Class A Common Stock,NYSE,275.8,4257428,283.350002,261.975003,-2.66,5.28,-3.07,13.11,273.52,298.45,286.68,2026-09-25,304.75,304.75,304.75,304.75,304.75,-2.07,-2.07,-2.07,9.5,9.5,False,False,False,True,True,246.679001,227.395601,202.590333,172.10825,161.356,67.316402,15.52044,10.379057,5.141383,14.048644,5.09378,-2.66455,0.177681,5.27722,0.132214,11.80522,0.096334,21.286427,0.125325,36.136801,0.625019,60.247983,0.544869,3854685.6,2322541.4,2222198.8,1.83309,1.915863,304.75,221.860001,-9.49959,9.49959,304.75,179.645004,-9.49959,9.49959,304.75,112.989998,-9.49959,9.49959,304.75,98.440002,-9.49959,9.49959,-9.49959,180.170655,-0.079624,0.13107,0.213108,0.142786,0.317852,1.09686,1.694939,286.67999267578125,298.45001220703125,273.5199890136719,275.8,304.75,285.0,-0.079624,False,True,False,True,False,True,False,False,False,0.091456,0.472122,False,True,False,False,False,16.67,False,,Uptrend,Uptrend,,False,shock condition,True,Pullback,R5 Strong Trend,['Trend Recovery'],True,4.5,16.67,71.43,24.0,20.0,,0.0,42.88,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Trend Recovery,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,88.723,2.5269,71.8122,69.3615,98.1033,77.0141,78.6667,,460.20350425,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TWLO,46020350425.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,,,Insufficient,0.0,,,,,,,,,,,,,,PENDING,No local archive or SEC minimum snapshot; retained pending,,,,,88.723,0.0,53.23,0.0,,21.29,18.71,20.81,36.33,18.63,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TWST,TWST,Twist Bioscience Corporation - Common Stock,Nasdaq,182.83,2694325,171.158001,159.426002,6.82,14.68,11.08,9.49,177.394,186.2,184.0,2026-09-25,185.22,185.22,185.22,186.2,186.2,0.53,0.53,0.53,1.81,1.81,True,True,True,True,True,144.939001,126.276801,93.584583,73.1722,64.67176,85.18832,13.474444,9.757384,3.71706,11.57043,6.328518,6.819429,0.158869,14.680163,0.222105,26.142721,0.155311,44.785106,0.671456,95.363374,1.424052,149.862652,1.21294,2582085.0,1964881.25,1710310.416667,1.371241,1.575343,186.2,120.190002,-1.809882,1.809882,186.2,80.589996,-1.809882,1.809882,186.2,47.110001,-1.809882,1.809882,186.2,23.299999,-1.809882,1.809882,-1.809882,684.678137,-0.006521,0.094856,0.437117,0.194187,0.788068,2.572294,5.794129,184.0,186.2,177.394,182.83,185.22000122070312,156.8300018310547,-0.006521,False,False,False,False,False,True,False,False,False,0.617306,0.24983,False,False,False,False,False,16.67,False,,Uptrend,Uptrend,,False,raw state accepted,False,Near High,R5 Strong Trend,['Near High'],False,0.0,16.67,71.43,85.52,20.0,,0.0,49.72,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Near High,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,95.7746,,71.8122,69.3615,98.1033,95.5305,78.6667,,122.01405051,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TWST,12201405051.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,,,Insufficient,0.0,,,,,,,,,,,,,,PENDING,No local archive or SEC minimum snapshot; retained pending,,,,,95.7746,0.0,57.46,0.0,,22.98,17.95,20.81,36.33,20.11,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TX,TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",NYSE,55.36,249963,56.03,56.566,-1.2,-2.13,-1.9,-3.27,54.87,56.175,55.61,2026-09-25,58.73,58.73,58.73,58.73,58.73,-4.35,-4.35,-4.35,5.74,5.74,False,False,False,True,True,56.778,53.576,48.588417,45.4386,43.59324,33.980594,0.607058,1.094164,-0.487106,1.241072,2.241821,-1.195788,-0.018773,-2.132023,-0.00744,-2.497446,0.057063,3.329849,0.164473,13.936621,0.237588,21.83474,0.414277,405872.6,473433.15,600862.716667,0.52798,0.416007,58.73,53.93,-5.738123,5.738123,58.73,41.220001,-5.738123,5.738123,58.73,39.360001,-5.738123,5.738123,58.73,33.009998,-5.738123,5.738123,-5.738123,67.706764,-0.003061,-0.032675,-0.043869,-0.008418,0.332371,0.394458,0.605568,55.61000061035156,56.175,54.869998931884766,55.36,56.290000915527344,55.34999847412109,-0.003061,False,False,False,False,False,False,False,False,False,0.375479,0.432949,False,False,False,False,True,0.0,False,,Mixed / Neutral,Mixed / Neutral,,False,raw state accepted,False,Near High,RN Neutral / Consolidation,[],False,3.21,0.0,42.86,54.1,0.0,,4.99,31.84,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,65.3709,,29.1643,28.4319,82.2723,88.0188,32.7512,,109.00965359,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TX,10900965359.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,Ternium S.A.,2026-03-31,Stable,45.0,Unknown,0.22,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,PARTIAL,Partial XBRL minimum snapshot,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,65.3709,0.0,39.22,0.0,,38.19,27.54,28.78,45.73,38.48,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TXG,TXG,"10x Genomics, Inc. - Common Stock",Nasdaq,85.71,3390545,81.048,77.599,5.75,10.45,6.21,11.89,80.72,86.16,83.76,2026-09-25,85.93,85.93,85.93,86.16,86.16,0.27,0.27,0.27,0.52,0.52,True,True,True,True,True,70.767,60.366,41.948333,32.9077,29.23748,79.413265,6.513131,5.561179,0.951952,5.442,6.349318,5.752147,0.093028,10.452454,0.213717,21.115775,0.242944,41.983898,0.940442,104.322778,1.33522,160.455759,1.770265,3457269.0,2814442.25,2999884.083333,1.204695,1.130225,86.160004,58.700001,-0.522288,0.522288,86.160004,35.119999,-0.522288,0.522288,86.160004,19.530001,-0.522288,0.522288,86.160004,11.16,-0.522288,0.522288,-0.522288,668.010763,0.019023,0.11893,0.249599,0.321665,1.194878,2.915487,6.31314,83.76000213623047,86.16000366210938,80.72,85.71,85.93000030517578,74.5999984741211,0.019023,False,False,False,False,False,True,False,False,False,0.558824,0.082721,True,False,False,True,False,33.33,False,,Uptrend,Uptrend,,False,raw state accepted,False,Breakout,R7 Breakout / New High,"['Breakout', 'New High']",False,0.0,16.67,71.43,95.82,60.0,,0.0,61.16,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,"Breakout, New High",Not Implemented Yet,,,,,,,,,,,,,False,False,True,False,99.8498,,90.6854,69.3615,98.1033,98.0094,99.1831,,109.5879014,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TXG,10958790140.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,,,Insufficient,0.0,,,,,,,,,,,,,,PENDING,No local archive or SEC minimum snapshot; retained pending,,,,,99.8498,0.0,59.91,0.0,,23.96,22.67,20.81,39.4,20.97,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TXN,TXN,Texas Instruments Incorporated - Common Stock,Nasdaq,278.07,3929518,272.723998,267.592004,1.96,3.92,2.45,4.29,269.53,278.689,270.36,2026-09-25,334.03,334.03,334.03,334.03,334.03,-16.57,-16.57,-16.57,16.75,16.75,False,False,False,False,False,263.195504,271.007,278.885833,246.23215,230.938441,69.532362,0.764277,-1.707034,2.471311,8.168497,2.937568,1.960224,0.039107,3.915661,0.033976,5.651501,-0.036223,2.606206,-0.100456,-0.292533,0.489563,12.930013,0.350232,5805023.6,6077800.9,6730813.633333,0.646536,0.58381,278.689,248.130005,-0.222111,0.222111,315.339996,248.130005,-11.818988,11.818988,334.029999,195.460007,-16.752986,16.752986,334.029999,152.729996,-16.752986,16.752986,-16.752986,82.066397,0.027416,0.042867,0.034872,0.043258,-0.068161,0.394394,0.506746,270.3599853515625,278.689,269.5299987792969,278.07,272.2099914550781,266.7900085449219,0.027416,True,False,True,True,False,True,False,False,False,0.09062,0.067584,False,False,False,False,False,16.67,False,,Mixed / Neutral,Mixed / Neutral,,False,raw state accepted,False,Pullback,RN Neutral / Consolidation,[],True,26.46,16.67,42.86,5.45,20.0,,0.0,36.14,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,76.6479,25.1053,71.8122,69.3615,82.2723,69.7559,78.6667,,2471.70486216,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TXN,247170486216.00003,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TEXAS INSTRUMENTS INC,2026-07-24,Stable,50.0,Unknown,3.82,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,76.6479,0.0,45.99,0.0,,43.4,47.98,43.31,54.87,43.6,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TXRH,TXRH,"Texas Roadhouse, Inc. - Common Stock",Nasdaq,159.75,1578644,163.559998,167.301997,-2.33,-4.51,-3.83,-4.66,158.24,162.93,161.81,2026-09-25,216.3,216.3,216.3,216.3,216.3,-24.67,-24.67,-24.67,26.14,26.14,False,False,False,False,False,177.653,193.2614,181.840416,179.84025,177.68992,9.922061,-9.515155,-8.09146,-1.423695,5.097144,3.1907,-2.329419,-0.043755,-4.513991,-0.110115,-10.077511,-0.13837,-17.339934,0.081657,-12.148243,0.041879,-11.171164,0.025304,1396128.8,1072632.2,905999.066667,1.471748,1.742434,201.210007,158.24,-20.60534,20.60534,216.300003,158.24,-26.144245,26.144245,216.300003,153.830002,-26.144245,26.144245,216.300003,153.830002,-26.144245,26.144245,-26.144245,3.848403,-0.011142,-0.04661,-0.118475,-0.201729,-0.165709,-0.021619,-0.017105,161.80999755859375,162.93,158.24,159.75,164.6300048828125,159.4199981689453,-0.011142,False,False,False,False,False,False,False,False,False,0.321962,0.238806,False,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,54.43,0.0,14.29,0.0,0.0,,20.16,22.08,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,23.5869,53.3224,29.1643,28.4319,43.5117,33.7089,32.7512,,106.04291595,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TXRH,10604291595.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,"Texas Roadhouse, Inc.",2026-08-07,Stable,50.0,Unknown,3.72,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,23.5869,0.0,14.15,0.0,,30.66,45.79,31.03,38.29,32.45,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
TXT,TXT,Textron Inc. Common Stock,NYSE,76.59,1669866,77.341999,78.932,-0.97,-2.97,-1.66,-3.89,75.89,77.22,76.13,2026-09-25,101.57,101.57,101.57,101.57,101.57,-23.97,-23.97,-23.97,24.59,24.59,False,False,False,False,False,79.497,84.5974,88.30525,89.83335,88.3262,37.002125,-2.008071,-1.8843,-0.123771,1.736427,2.267172,-0.972304,-0.039492,-2.967111,-0.014114,-3.656742,-0.079827,-9.465303,-0.070088,-13.266765,-0.003442,-14.742131,0.154878,1755973.2,1906113.3,1672569.433333,0.876058,0.998384,83.75,75.860001,-8.549254,8.549254,97.32,75.860001,-21.300863,21.300863,97.610001,75.860001,-21.534679,21.534679,101.57,75.860001,-24.593876,24.593876,-24.593876,0.962298,0.007498,-0.038901,-0.054444,-0.069945,-0.166866,-0.134967,-0.082645,76.12999725341797,77.22000122070312,75.88999938964844,76.59,77.08999633789062,75.86000061035156,0.007498,False,False,False,False,False,False,False,False,False,0.180449,0.473684,False,False,False,False,False,0.0,False,,Downtrend,Downtrend,,False,raw state accepted,False,Deep Pullback,R0 Downtrend / Falling Knife,['Deep Pullback'],True,39.9,0.0,0.0,0.0,0.0,,7.31,18.69,False,,True,False,Missing,,,,,,,,,,,,,,,,,,,,,86.27,Deep Pullback,Not Implemented Yet,,,,,,,,,,,,,False,False,False,False,7.3991,40.1029,29.1643,28.4319,14.0751,33.7089,32.7512,,130.7444543,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TXT,13074445430.0,2026-09-25,2026-09-25,Nasdaq screener API,2026-09-26T09:14:25.030952+08:00,TEXTRON INC,2026-07-28,Stable,50.0,Unknown,2.67,Unknown,N/A,N/A,N/A,N/A,Unknown,Unknown,Unknown,SEC minimum snapshot,N/A,Unknown,MINIMUM_COMPLETE,Latest revenue plus GAAP/IFRS earnings fact,SEC Companyfacts/XBRL (SEC_COMPANYFACTS),2026-09-11,2026-09-11,,7.3991,0.0,4.44,0.0,,26.78,41.82,31.03,30.93,29.05,UNCLASSIFIED,UNCLASSIFIED,False,"Fundamental evidence, catalyst, or technical confirmation is incomplete",Missing forward guidance/consensus or catalyst detail,Next earnings / guidance / order update,Fundamental downgrade or Technical V3 regime deterioration
